player_name,season_injured,injury,injured_since,injured_until,duration,games_missed,club
Caglar Söyüncü,2019-2020,Foot Injury,2019-10-10,2020-01-10,92 days,17.0,Leicester
Caglar Söyüncü,2017-2018,Muscular problems,2017-12-07,2017-12-11,4 days,1.0,Leicester
Filip Benkovic,2020-2021,Hip Injury,2020-09-01,2020-09-29,28 days,4.0,Leicester
Callum Elder,2022-2023,Thigh Problems,2022-10-09,2022-10-24,15 days,4.0,Hull
Ricardo Pereira,2022-2023,Achilles tendon rupture,2022-08-05,2023-02-05,184 days,27.0,Leicester
Ricardo Pereira,2021-2022,Hamstring Injury,2021-11-19,2021-12-11,22 days,6.0,Leicester
Ricardo Pereira,2019-2020,Cruciate Ligament Rupture,2020-03-11,2021-01-15,310 days,35.0,Leicester
Youri Tielemans,2021-2022,Calf Injury,2021-11-07,2021-12-07,30 days,6.0,Leicester
James Maddison,2022-2023,Knee Injury,2022-12-23,2023-01-16,24 days,6.0,Leicester
James Maddison,2022-2023,Knee Injury,2022-11-19,2022-11-27,8 days,,Leicester
James Maddison,2021-2022,Hip Injury,2022-04-28,2022-05-03,5 days,2.0,Leicester
James Maddison,2020-2021,Hip Injury,2021-02-21,2021-04-12,50 days,9.0,Leicester
James Maddison,2020-2021,Knee Injury,2021-01-04,2021-01-15,11 days,1.0,Leicester
James Maddison,2020-2021,Knee Injury,2020-12-27,2021-01-02,6 days,1.0,Leicester
James Maddison,2020-2021,Knee Injury,2020-12-07,2020-12-12,5 days,1.0,Leicester
James Maddison,2020-2021,Hamstring Injury,2020-11-06,2020-11-07,1 days,,Leicester
James Maddison,2020-2021,Hip Injury,2020-07-02,2020-09-12,72 days,6.0,Leicester
James Maddison,2019-2020,Unknown Injury,2020-03-11,2020-03-25,14 days,,Leicester
James Maddison,2019-2020,Head Injury,2020-01-10,2020-01-11,1 days,1.0,Leicester
James Maddison,2019-2020,Ill,2019-10-10,2019-10-18,8 days,,Leicester
James Maddison,2019-2020,Ankle Injury,2019-09-23,2019-10-04,11 days,2.0,Leicester
James Maddison,2018-2019,Knock,2019-02-11,2019-02-22,11 days,,Leicester
James Maddison,2018-2019,Knee Injury,2018-11-04,2018-11-23,19 days,1.0,Leicester
Rachid Ghezzal,2019-2020,Adductor problems,2020-07-09,2020-07-13,4 days,1.0,Leicester
Issa Diop,2021-2022,Ankle Injury,2022-04-18,2022-05-02,14 days,3.0,West Ham
Issa Diop,2020-2021,Head Injury,2021-02-11,2021-02-15,4 days,1.0,West Ham
Issa Diop,2020-2021,Bruise,2021-01-04,2021-01-14,10 days,1.0,West Ham
Issa Diop,2020-2021,Corona virus,2020-09-21,2020-10-15,24 days,4.0,West Ham
Fabián Balbuena,2020-2021,Calf Injury,2021-02-10,2021-02-16,6 days,1.0,West Ham
Fabián Balbuena,2020-2021,Virus Infection,2021-01-02,2021-01-18,16 days,2.0,West Ham
Fabián Balbuena,2020-2021,Groin Strain,2020-12-18,2020-12-21,3 days,1.0,West Ham
Fabián Balbuena,2018-2019,Knee Surgery,2018-12-22,2019-03-02,70 days,14.0,West Ham
Fabián Balbuena,2018-2019,Knock,2018-12-02,2018-12-03,1 days,,West Ham
Ryan Fredericks,2022-2023,Knock,2022-12-19,2023-02-06,49 days,8.0,Bournemouth
Ryan Fredericks,2020-2021,Virus Infection,2020-12-30,2021-01-15,16 days,2.0,West Ham
Ryan Fredericks,2020-2021,Groin Injury,2020-11-09,2020-12-10,31 days,3.0,West Ham
Ryan Fredericks,2020-2021,Strain,2020-09-28,2020-10-17,19 days,2.0,West Ham
Ryan Fredericks,2019-2020,Calf Injury,2020-07-16,2020-07-25,9 days,2.0,West Ham
Ryan Fredericks,2019-2020,Shoulder Injury,2020-02-19,2020-06-08,110 days,4.0,West Ham
Ryan Fredericks,2019-2020,Strain,2020-01-06,2020-01-31,25 days,5.0,West Ham
Ryan Fredericks,2019-2020,Knock,2019-09-23,2019-09-27,4 days,1.0,West Ham
Ryan Fredericks,2018-2019,Knock,2019-03-29,2019-04-07,9 days,1.0,West Ham
Ryan Fredericks,2018-2019,Ankle Injury,2018-11-10,2019-01-26,77 days,14.0,West Ham
Ryan Fredericks,2017-2018,Muscular problems,2017-10-12,2017-10-19,7 days,1.0,Fulham
Ryan Fredericks,2016-2017,Ankle Injury,2016-07-22,2016-10-10,80 days,14.0,Fulham
Carlos Sánchez,2018-2019,Knee Surgery,2018-09-26,2019-04-29,215 days,34.0,West Ham
Felipe Anderson,2019-2020,Knock,2020-07-02,2020-07-16,14 days,3.0,West Ham
Felipe Anderson,2019-2020,Back Injury,2020-01-12,2020-02-24,43 days,7.0,West Ham
Felipe Anderson,2019-2020,Chest injury,2019-08-11,2019-08-23,12 days,1.0,West Ham
Felipe Anderson,2019-2020,Strain,2019-08-11,2019-08-23,12 days,1.0,West Ham
Felipe Anderson,2018-2019,Ill,2019-04-28,2019-05-11,13 days,1.0,West Ham
Felipe Anderson,2018-2019,Ankle Injury,2019-03-28,2019-04-07,10 days,1.0,West Ham
Andriy Yarmolenko,2021-2022,Unknown Injury,2021-11-03,2021-11-08,5 days,2.0,West Ham
Andriy Yarmolenko,2020-2021,Fitness,2021-03-23,2021-04-12,20 days,2.0,West Ham
Andriy Yarmolenko,2020-2021,Torn Knee Ligament,2021-02-09,2021-03-14,33 days,6.0,West Ham
Andriy Yarmolenko,2020-2021,Corona virus,2020-11-13,2020-12-04,21 days,2.0,West Ham
Andriy Yarmolenko,2019-2020,Tear in the abductor muscle,2019-12-25,2020-03-09,75 days,14.0,West Ham
Andriy Yarmolenko,2019-2020,Back Injury,2019-12-06,2019-12-13,7 days,1.0,West Ham
Andriy Yarmolenko,2018-2019,Achilles tendon rupture,2018-10-21,2019-05-31,222 days,32.0,West Ham
Chris Mepham,2020-2021,Rest ,2020-09-23,2020-09-25,2 days,1.0,Bournemouth
Chris Mepham,2020-2021,Muscular problems,2020-09-13,2020-09-16,3 days,1.0,Bournemouth
Chris Mepham,2020-2021,Knee Injury,2020-07-02,2020-08-31,60 days,6.0,Bournemouth
Chris Mepham,2019-2020,Knee Injury,2020-01-05,2020-05-19,135 days,9.0,Bournemouth
Chris Mepham,2019-2020,Calf Injury,2019-09-29,2019-10-18,19 days,1.0,Bournemouth
Chris Mepham,2019-2020,Knock,2019-09-11,2019-09-14,3 days,,Bournemouth
Diego Rico,2020-2021,Knee Problems,2020-09-10,2020-09-17,7 days,2.0,Bournemouth
Diego Rico,2019-2020,Knock,2020-01-23,2020-01-31,8 days,1.0,Bournemouth
Diego Rico,2018-2019,Ankle Injury,2019-04-06,2019-05-31,55 days,6.0,Bournemouth
Diego Rico,2018-2019,Hamstring Injury,2018-09-23,2018-09-30,7 days,1.0,Bournemouth
Jefferson Lerma,2020-2021,Hamstring Injury,2020-10-25,2020-11-02,8 days,2.0,Bournemouth
Jefferson Lerma,2019-2020,Chest injury,2020-02-02,2020-02-28,26 days,2.0,Bournemouth
Jefferson Lerma,2019-2020,Groin Injury,2020-01-23,2020-01-31,8 days,1.0,Bournemouth
Jefferson Lerma,2019-2020,Knee Injury,2020-01-13,2020-01-17,4 days,,Bournemouth
Jefferson Lerma,2019-2020,Knock,2019-10-16,2019-10-25,9 days,1.0,Bournemouth
Jefferson Lerma,2018-2019,Hamstring Injury,2018-11-11,2018-11-24,13 days,,Bournemouth
Jefferson Lerma,2016-2017,Torn Muscle,2017-03-26,2017-05-12,47 days,6.0,Bournemouth
David Brooks,2022-2023,Fitness,2022-12-19,,105 days,15.0,Bournemouth
David Brooks,2022-2023,Hamstring Injury,2022-08-20,2022-12-18,120 days,15.0,Bournemouth
David Brooks,2021-2022,Lymphoma,2021-10-06,2022-05-10,216 days,37.0,Bournemouth
David Brooks,2021-2022,Unknown Injury,2021-08-31,2021-09-08,8 days,,Bournemouth
David Brooks,2020-2021,Ankle Injury,2021-02-17,2021-04-03,45 days,10.0,Bournemouth
David Brooks,2020-2021,Knock,2020-10-12,2020-10-29,17 days,4.0,Bournemouth
David Brooks,2020-2021,Ankle Injury,2020-09-20,2020-09-28,8 days,2.0,Bournemouth
David Brooks,2019-2020,Calf Injury,2020-07-10,2020-07-11,1 days,,Bournemouth
David Brooks,2019-2020,Ankle Surgery,2019-07-31,2020-06-19,324 days,33.0,Bournemouth
David Brooks,2018-2019,Ankle Injury,2019-05-01,2019-05-30,29 days,2.0,Bournemouth
David Brooks,2018-2019,Calf Strain,2019-03-10,2019-03-15,5 days,,Bournemouth
David Brooks,2018-2019,Ankle Injury,2019-01-31,2019-02-26,26 days,3.0,Bournemouth
David Brooks,2018-2019,Ankle Injury,2019-01-30,2019-02-27,28 days,5.0,Bournemouth
Jannik Vestergaard,2020-2021,Knee Injury,2020-12-20,2021-02-05,47 days,9.0,Southampton
Jannik Vestergaard,2019-2020,Knock,2020-06-29,2020-07-11,12 days,2.0,Southampton
Jannik Vestergaard,2019-2020,Head Injury,2020-01-23,2020-01-31,8 days,1.0,Southampton
Jannik Vestergaard,2019-2020,Ill,2019-11-26,2019-12-07,11 days,2.0,Southampton
Jannik Vestergaard,2018-2019,Groin Strain,2019-04-14,2019-05-31,47 days,5.0,Southampton
Jannik Vestergaard,2018-2019,groin strain,2019-03-30,2019-04-05,6 days,2.0,Southampton
Yan Valery,2020-2021,Knock,2020-10-23,2020-11-05,13 days,2.0,Southampton
Yan Valery,2019-2020,Knock,2020-06-29,2020-07-18,19 days,4.0,Southampton
Yan Valery,2019-2020,Virus Infection,2019-11-30,2020-02-21,83 days,16.0,Southampton
Yan Valery,2018-2019,Knock,2019-04-14,2019-04-22,8 days,1.0,Southampton
Stuart Armstrong,2022-2023,groin strain,2023-01-05,2023-02-05,31 days,8.0,Southampton
Stuart Armstrong,2021-2022,Calf Injury,2021-11-19,2021-12-22,33 days,6.0,Southampton
Stuart Armstrong,2020-2021,Knock,2021-02-04,2021-02-13,9 days,2.0,Southampton
Stuart Armstrong,2020-2021,Hand Injury,2020-12-20,2020-12-25,5 days,,Southampton
Stuart Armstrong,2020-2021,Corona virus,2020-10-06,2020-10-24,18 days,1.0,Southampton
Stuart Armstrong,2020-2021,Thigh Muscle Strain,2020-09-09,2020-09-20,11 days,3.0,Southampton
Stuart Armstrong,2019-2020,Concussion,2020-03-01,2020-03-31,30 days,1.0,Southampton
Stuart Armstrong,2019-2020,Groin Injury,2020-01-26,2020-02-04,9 days,1.0,Southampton
Stuart Armstrong,2019-2020,Hamstring Injury,2019-11-24,2019-12-13,19 days,3.0,Southampton
Stuart Armstrong,2018-2019,Calf Strain,2019-02-03,2019-02-23,20 days,1.0,Southampton
Stuart Armstrong,2018-2019,Knock,2018-08-13,2018-08-17,4 days,,Southampton
Stuart Armstrong,2017-2018,Knock,2018-04-20,2018-05-02,12 days,2.0,Southampton
Stuart Armstrong,2017-2018,Knee Injury,2018-01-22,2018-03-09,46 days,10.0,Southampton
Mohamed Elyounoussi,2018-2019,Hamstring Injury,2018-11-14,2018-11-23,9 days,,Southampton
Mohamed Elyounoussi,2018-2019,Knock,2018-09-19,2018-09-28,9 days,1.0,Southampton
Harry Burgoyne,2018-2019,Ankle Injury,2018-07-24,2019-01-05,165 days,12.0,Wolves
Willy Boly,2022-2023,Hamstring Injury,2023-02-11,2023-05-11,89 days,14.0,Nott'm Forest
Willy Boly,2021-2022,Leg Injury,2021-12-18,2022-02-25,69 days,10.0,Wolves
Willy Boly,2021-2022,Unknown Injury,2021-11-30,2021-12-06,6 days,2.0,Wolves
Willy Boly,2021-2022,Hamstring Injury,2021-07-25,2021-08-14,20 days,1.0,Wolves
Willy Boly,2020-2021,Corona virus,2021-04-01,2021-04-15,14 days,2.0,Wolves
Willy Boly,2020-2021,Bruise,2021-02-03,2021-02-28,25 days,5.0,Wolves
Willy Boly,2020-2021,Muscle Injury,2020-12-26,2021-01-15,20 days,5.0,Wolves
Willy Boly,2019-2020,Ankle Injury,2019-10-26,2020-01-22,88 days,20.0,Wolves
Conor Coady,2020-2021,Quarantine,2020-11-09,2020-11-27,18 days,1.0,Wolves
Ryan Bennett,2021-2022,Corona virus,2021-08-13,2021-08-23,10 days,3.0,Swansea
Ryan Bennett,2020-2021,Calf Injury,2021-02-20,2021-03-08,16 days,5.0,Swansea
Ryan Bennett,2020-2021,Hamstring Injury,2020-12-30,2021-01-25,26 days,5.0,Swansea
Ryan Bennett,2020-2021,Hamstring Injury,2020-12-03,2020-12-11,8 days,2.0,Swansea
Ryan Bennett,2019-2020,Knock,2019-11-11,2019-12-04,23 days,4.0,Wolves
Ryan Bennett,2019-2020,Groin Strain,2019-10-20,2019-11-09,20 days,5.0,Wolves
Romain Saïss,2020-2021,Knock,2021-01-28,2021-02-06,9 days,2.0,Wolves
Romain Saïss,2020-2021,Virus Infection,2020-11-09,2020-12-05,26 days,2.0,Wolves
Romain Saïss,2019-2020,Hamstring Injury,2019-10-08,2019-10-23,15 days,1.0,Wolves
Kortney Hause,2020-2021,Ankle Injury,2021-01-03,2021-04-05,92 days,15.0,Aston Villa
Kortney Hause,2020-2021,Groin Injury,2020-10-02,2020-12-11,70 days,7.0,Aston Villa
Kortney Hause,2019-2020,Bruised Rib,2020-07-10,2020-07-20,10 days,2.0,Aston Villa
Kortney Hause,2019-2020,Ankle Injury,2019-08-11,2019-08-22,11 days,1.0,Aston Villa
Kortney Hause,2018-2019,Problems with the hip flexor,2019-04-06,2019-04-19,13 days,4.0,Aston Villa
Max Kilman,2021-2022,Bruised Ankle,2022-04-22,2022-05-31,39 days,6.0,Wolves
Jonny Otto,2020-2021,Knee Injury,2021-04-05,2022-02-06,307 days,34.0,Wolves
Jonny Otto,2020-2021,Knee Injury,2020-08-07,2021-02-03,180 days,26.0,Wolves
Jonny Otto,2019-2020,Ankle Injury,2020-02-24,2020-06-06,103 days,4.0,Wolves
Jonny Otto,2018-2019,Knee Injury,2018-11-18,2018-12-15,27 days,5.0,Wolves
Rúben Vinagre,2019-2020,Strain,2020-01-17,2020-02-22,36 days,5.0,Wolves
Rúben Vinagre,2018-2019,Virus Infection,2019-01-31,2019-02-10,10 days,2.0,Wolves
Matt Doherty,2021-2022,Medial Collateral Ligament Tear,2022-04-10,2022-07-10,91 days,7.0,Spurs
Matt Doherty,2021-2022,Unknown Injury,2021-10-13,2021-10-26,13 days,3.0,Spurs
Matt Doherty,2020-2021,Muscle Injury,2021-04-01,2021-04-30,29 days,5.0,Spurs
Matt Doherty,2020-2021,Unknown Injury,2021-01-16,2021-01-26,10 days,2.0,Spurs
Matt Doherty,2020-2021,Corona virus,2020-11-16,2020-11-25,9 days,1.0,Spurs
Matt Doherty,2019-2020,Knee Injury,2019-08-26,2019-09-13,18 days,2.0,Wolves
Matt Doherty,2019-2020,Ill,2019-08-21,2019-08-24,3 days,1.0,Wolves
Matt Doherty,2018-2019,Knock,2019-02-18,2019-02-22,4 days,,Spurs
Matt Doherty,2018-2019,Facial Fracture,2018-11-12,2018-11-24,12 days,,Spurs
Matt Doherty,2018-2019,Knock,2018-08-19,2018-08-24,5 days,,Spurs
Phil Ofosu-Ayeh,2017-2018,Tendonitis,2017-08-28,2018-03-06,190 days,33.0,Wolves
Rúben Neves,2021-2022,Knee Injury,2022-03-19,2022-04-25,37 days,3.0,Wolves
Rúben Neves,2020-2021,Corona virus,2021-04-12,2021-04-22,10 days,1.0,Wolves
Leander Dendoncker,2020-2021,Knock,2020-12-16,2021-01-11,26 days,5.0,Wolves
Leander Dendoncker,2019-2020,Knock,2019-08-31,2019-08-31,0 days,,Wolves
João Moutinho,2022-2023,Ankle Injury,2022-08-06,2022-08-18,12 days,2.0,Wolves
Connor Ronan,2020-2021,Unknown Injury,2020-09-17,2020-09-30,13 days,2.0,Wolves
Morgan Gibbs-White,2020-2021,Fractured Foot,2020-10-04,2021-01-01,89 days,18.0,Swansea
Morgan Gibbs-White,2019-2020,Ankle Injury,2020-03-04,2020-06-06,94 days,2.0,Wolves
Morgan Gibbs-White,2019-2020,Back Injury,2019-11-03,2020-01-10,68 days,14.0,Wolves
Morgan Gibbs-White,2019-2020,Knock,2019-08-08,2019-08-10,2 days,1.0,Wolves
Diogo Jota,2022-2023,Calf Injury,2022-10-17,2023-02-10,116 days,18.0,Liverpool
Diogo Jota,2022-2023,Hamstring Injury,2022-08-01,2022-09-01,31 days,5.0,Liverpool
Diogo Jota,2021-2022,Ankle Injury,2022-02-14,2022-02-28,14 days,4.0,Liverpool
Diogo Jota,2020-2021,Foot Injury,2021-05-13,2021-05-24,11 days,4.0,Liverpool
Diogo Jota,2020-2021,Bruised Knee,2020-12-07,2021-03-01,84 days,19.0,Liverpool
Diogo Jota,2019-2020,Calf Injury,2020-01-02,2020-01-23,21 days,5.0,Wolves
Diogo Jota,2019-2020,Ankle Injury,2019-09-23,2019-10-21,28 days,5.0,Wolves
Diogo Jota,2018-2019,Bruise,2019-01-31,2019-02-25,25 days,5.0,Wolves
Diogo Jota,2018-2019,Hamstring Injury,2018-12-13,2019-01-14,32 days,7.0,Wolves
Diogo Jota,2018-2019,Bruise,2018-10-29,2018-11-12,14 days,2.0,Wolves
Ivan Cavaleiro,2021-2022,Fitness,2021-12-19,2022-01-18,30 days,5.0,Fulham
Ivan Cavaleiro,2021-2022,Groin Injury,2021-10-16,2021-12-18,63 days,11.0,Fulham
Ivan Cavaleiro,2020-2021,Hamstring Injury,2020-12-18,2020-12-25,7 days,1.0,Fulham
Ivan Cavaleiro,2020-2021,Thigh Problems,2020-10-23,2020-10-30,7 days,1.0,Fulham
Ivan Cavaleiro,2019-2020,Thigh Problems,2020-07-15,2020-07-29,14 days,3.0,Fulham
Ivan Cavaleiro,2018-2019,Back Injury,2018-08-04,2018-09-16,43 days,6.0,Wolves
Hélder Costa,2016-2017,Ankle problems,2017-04-04,2017-09-22,171 days,19.0,Wolves
Raúl Jiménez,2022-2023,Hip problems,2022-09-30,2022-11-14,45 days,9.0,Wolves
Raúl Jiménez,2022-2023,Knee Injury,2022-07-23,2022-08-17,25 days,2.0,Wolves
Raúl Jiménez,2020-2021,Fitness,2021-02-18,2021-07-16,148 days,14.0,Wolves
Raúl Jiménez,2020-2021,Fractured Skull,2020-11-30,2021-02-17,79 days,17.0,Wolves
Raúl Jiménez,2016-2017,Knee Injury,2016-09-04,2016-10-17,43 days,7.0,Wolves
Vicente Guaita,2019-2020,Thigh Muscle Strain,2020-06-24,2020-06-28,4 days,1.0,Crystal Palace
Vicente Guaita,2019-2020,Knock,2019-10-17,2019-11-02,16 days,2.0,Crystal Palace
Vicente Guaita,2018-2019,Calf Strain,2019-01-12,2019-01-30,18 days,4.0,Crystal Palace
Max Meyer,2019-2020,Ankle Injury,2020-01-12,2020-01-19,7 days,1.0,Crystal Palace
Max Meyer,2019-2020,Ankle Injury,2020-01-06,2020-01-10,4 days,,Crystal Palace
Max Meyer,2019-2020,Ill,2019-11-24,2019-12-15,21 days,3.0,Crystal Palace
Max Meyer,2018-2019,Knock,2018-08-01,2018-08-19,18 days,2.0,Crystal Palace
Max Meyer,2016-2017,Torn Ankle Ligament,2016-10-31,2016-11-03,3 days,1.0,Crystal Palace
Marcus Bettinelli,2018-2019,Knee Surgery,2019-02-01,2019-05-15,103 days,14.0,Fulham
Marcus Bettinelli,2018-2019,Fitness,2018-08-13,2018-08-18,5 days,1.0,Fulham
Marcus Bettinelli,2018-2019,Unknown Injury,2018-07-01,2018-08-13,43 days,1.0,Fulham
Marcus Bettinelli,2017-2018,Fitness,2017-08-01,2017-08-21,20 days,5.0,Fulham
Fabri,2016-2017,Eye Injury,2017-04-02,2017-04-07,5 days,1.0,Fulham
Maxime Le Marchand,2019-2020,Back Injury,2019-11-09,2020-05-31,204 days,24.0,Fulham
Maxime Le Marchand,2018-2019,Knock,2018-12-07,2018-12-21,14 days,2.0,Fulham
Tim Ream,2021-2022,Back Injury,2021-08-21,2021-08-28,7 days,3.0,Fulham
Tim Ream,2018-2019,Back Injury,2018-08-04,2018-09-24,51 days,7.0,Fulham
Tim Ream,2017-2018,Unknown Injury,2017-11-21,2017-12-03,12 days,3.0,Fulham
Joe Bryan,2022-2023,Fractured Hand,2022-07-17,2022-08-08,22 days,1.0,Fulham
Joe Bryan,2021-2022,Bruise,2021-10-16,2021-10-25,9 days,3.0,Fulham
Joe Bryan,2021-2022,Bruise,2021-10-16,2021-10-23,7 days,2.0,Fulham
Joe Bryan,2021-2022,Back bruise,2021-09-29,2021-10-02,3 days,2.0,Fulham
Joe Bryan,2021-2022,Knock,2021-09-16,2021-09-20,4 days,1.0,Fulham
Joe Bryan,2020-2021,Knock,2021-02-12,2021-02-18,6 days,2.0,Fulham
Joe Bryan,2019-2020,Thigh Problems,2020-02-29,2020-05-31,92 days,2.0,Fulham
Joe Bryan,2019-2020,Back Injury,2019-11-02,2019-11-21,19 days,2.0,Fulham
Joe Bryan,2018-2019,Achilles tendon problems,2018-09-29,2018-11-15,47 days,7.0,Fulham
Denis Odoi,2019-2020,Knee Problems,2019-08-16,2019-09-01,16 days,5.0,Fulham
Denis Odoi,2018-2019,Concussion,2019-04-27,2019-05-12,15 days,3.0,Fulham
Steven Sessegnon,2019-2020,groin strain,2019-12-30,2020-01-20,21 days,4.0,Fulham
Steven Sessegnon,2019-2020,Unknown Injury,2019-11-08,2019-12-02,24 days,4.0,Fulham
Kevin McDonald,2020-2021,Kidney problems,2021-03-02,2021-12-31,304 days,25.0,Fulham
Kevin McDonald,2018-2019,Ankle Injury,2018-11-05,2018-12-21,46 days,7.0,Fulham
Kevin McDonald,2017-2018,Unknown Injury,2017-11-21,2017-11-30,9 days,2.0,Fulham
Kevin McDonald,2017-2018,Fitness,2017-07-13,2017-08-09,27 days,2.0,Fulham
Kevin McDonald,2020-2021,Kidney problems,2021-03-02,2021-12-31,304 days,25.0,Burnley
Jean Michaël Seri,2022-2023,Calf Strain,2022-08-18,2022-09-01,14 days,3.0,Hull
Frank Anguissa,2021-2022,Tear in the abductor muscle,2022-02-17,2022-03-03,14 days,4.0,Fulham
Frank Anguissa,2021-2022,Tear in the abductor muscle,2021-11-22,2021-12-11,19 days,5.0,Fulham
Frank Anguissa,2018-2019,Knock,2019-04-14,2019-04-19,5 days,,Fulham
Frank Anguissa,2017-2018,Thigh Problems,2018-03-21,2018-03-29,8 days,,Fulham
Tom Cairney,2022-2023,Ankle Injury,2023-02-08,2023-03-18,38 days,8.0,Fulham
Tom Cairney,2021-2022,Knock,2022-04-05,2022-04-11,6 days,2.0,Fulham
Tom Cairney,2021-2022,Ill,2022-02-22,2022-03-06,12 days,3.0,Fulham
Tom Cairney,2021-2022,Ill,2021-11-23,2021-11-29,6 days,2.0,Fulham
Tom Cairney,2020-2021,Knee Injury,2020-12-27,2021-10-11,288 days,38.0,Fulham
Tom Cairney,2019-2020,Bruise,2020-07-06,2020-07-17,11 days,3.0,Fulham
Tom Cairney,2019-2020,Calf Problems,2019-12-29,2020-01-15,17 days,4.0,Fulham
Tom Cairney,2019-2020,Ill,2019-12-09,2019-12-11,2 days,1.0,Fulham
Tom Cairney,2019-2020,Ill,2019-11-05,2019-11-11,6 days,1.0,Fulham
Tom Cairney,2018-2019,Foot Injury,2018-09-30,2018-10-27,27 days,3.0,Fulham
Tom Cairney,2018-2019,Foot Injury,2018-08-26,2018-09-29,34 days,7.0,Fulham
Tom Cairney,2017-2018,Knee Problems,2018-01-24,2018-02-05,12 days,2.0,Fulham
Tom Cairney,2017-2018,Knee Problems,2017-11-01,2017-11-05,4 days,1.0,Fulham
Tom Cairney,2017-2018,Knee Problems,2017-08-26,2017-10-13,48 days,7.0,Fulham
Tom Cairney,2017-2018,Fitness,2017-08-05,2017-08-18,13 days,4.0,Fulham
Tom Cairney,2016-2017,Knock,2016-10-15,2016-10-21,6 days,2.0,Fulham
Stefan Johansen,2020-2021,Foot Injury,2020-09-08,2020-10-30,52 days,9.0,Fulham
Ryan Sessegnon,2022-2023,Hamstring Injury,2023-02-11,2023-03-27,44 days,9.0,Spurs
Ryan Sessegnon,2021-2022,Hamstring Injury,2022-03-07,2022-04-07,31 days,5.0,Spurs
Ryan Sessegnon,2021-2022,Muscle Injury,2021-12-21,2022-01-07,17 days,5.0,Spurs
Ryan Sessegnon,2021-2022,Bruise,2021-09-01,2021-11-14,74 days,14.0,Spurs
Ryan Sessegnon,2021-2022,Thigh Problems,2021-07-01,2021-08-15,45 days,1.0,Spurs
Ryan Sessegnon,2020-2021,Quarantine,2020-11-11,2020-11-16,5 days,,Fulham
Ryan Sessegnon,2019-2020,Hamstring Injury,2019-06-21,2019-11-02,134 days,29.0,Spurs
Ryan Sessegnon,2018-2019,Groin Strain,2018-12-14,2018-12-26,12 days,3.0,Fulham
Harvey Elliott,2021-2022,Fracture-dislocation of the ankle,2021-09-13,2022-01-31,140 days,30.0,Liverpool
André Schürrle,2018-2019,Fitness,2019-03-11,2019-03-18,7 days,1.0,Fulham
André Schürrle,2018-2019,Virus Infection,2019-02-20,2019-03-10,18 days,4.0,Fulham
André Schürrle,2018-2019,Knock,2018-12-01,2018-12-05,4 days,2.0,Fulham
Neeskens Kebano,2022-2023,Achilles tendon rupture,2022-11-01,,153 days,21.0,Fulham
Neeskens Kebano,2022-2023,Minor Knock,2022-08-18,2022-08-29,11 days,3.0,Fulham
Neeskens Kebano,2021-2022,Hamstring Injury,2022-03-10,2022-03-21,11 days,2.0,Fulham
Neeskens Kebano,2021-2022,Hamstring Injury,2022-02-21,2022-03-03,10 days,2.0,Fulham
Neeskens Kebano,2020-2021,Muscle Injury,2020-10-19,2020-11-09,21 days,3.0,Fulham
Neeskens Kebano,2019-2020,Surgery,2019-12-26,2020-02-03,39 days,9.0,Fulham
Neeskens Kebano,2018-2019,Ankle Injury,2019-01-07,2019-01-14,7 days,1.0,Fulham
Neeskens Kebano,2018-2019,Ankle Injury,2018-08-27,2018-10-25,59 days,8.0,Fulham
Neeskens Kebano,2017-2018,Knock,2017-12-07,2017-12-25,18 days,3.0,Fulham
Floyd Ayité,2018-2019,Knock,2019-03-31,2019-04-19,19 days,2.0,Fulham
Floyd Ayité,2018-2019,Groin Strain,2018-12-03,2018-12-14,11 days,2.0,Fulham
Floyd Ayité,2018-2019,Hamstring Injury,2018-07-01,2018-09-14,75 days,5.0,Fulham
Floyd Ayité,2017-2018,Calf Injury,2018-01-12,2018-02-03,22 days,4.0,Fulham
Floyd Ayité,2017-2018,Calf Injury,2017-11-21,2017-12-23,32 days,6.0,Fulham
Floyd Ayité,2017-2018,Hamstring Injury,2017-09-23,2017-10-13,20 days,3.0,Fulham
Floyd Ayité,2017-2018,Hamstring Injury,2017-08-12,2017-08-27,15 days,5.0,Fulham
Floyd Ayité,2016-2017,Ankle Injury,2016-09-13,2016-10-20,37 days,8.0,Fulham
Floyd Ayité,2016-2017,Thigh Problems,2016-08-24,2016-08-28,4 days,2.0,Fulham
Aboubakar Kamara,2019-2020,Unknown Injury,2020-06-15,2020-07-21,36 days,8.0,Fulham
Aboubakar Kamara,2019-2020,Unknown Injury,2020-01-03,2020-02-02,30 days,6.0,Fulham
Aboubakar Kamara,2017-2018,Thigh Problems,2017-09-27,2017-10-13,16 days,1.0,Fulham
Rui Fonte,2017-2018,Knock,2017-08-26,2017-09-19,24 days,4.0,Fulham
Fabian Schär,2022-2023,Concussion,2023-02-27,2023-03-05,6 days,1.0,Newcastle
Fabian Schär,2021-2022,Adductor problems,2022-03-23,2022-04-01,9 days,,Newcastle
Fabian Schär,2020-2021,Knee Injury,2021-02-07,2021-04-25,77 days,10.0,Newcastle
Fabian Schär,2020-2021,Knock,2021-01-27,2021-01-29,2 days,,Newcastle
Fabian Schär,2020-2021,Virus Infection,2020-11-29,2020-12-25,26 days,4.0,Newcastle
Fabian Schär,2019-2020,Shoulder Injury,2020-07-16,2020-09-28,74 days,7.0,Newcastle
